"","year","type","blk","gc","rs","depth","mass","newroot","Nitrolancea","Desulfallas-Sporotomaculum","Thermaerobacter","Candidatus Rubidus","Candidatus Captivus","Desulfovibrio","ZOR0006","Sedimentibacter","Tepidimicrobium","Brevibacillus","1921-3","Longilinea","Cohnella","Thermostilla","WCHB1-32","Syntrophomonas","Methylophilus","Tyzzerella","Rhizomicrobium","Tissierella","Rubrobacter","Desulfobulbus","Anaerocolumna","Lentimicrobium","Planctomicrobium","Candidatus Amoebophilus","Leptolyngbya Es-Yyy1000","Pedococcus-Phycicoccus","Niabella","Rhodopirellula","FFCH7168","Anaerolinea","I-8","Deinococcus","Pelosinus","Papillibacter","TM7a","Vampirovibrio","Emticicia","Nostoc PCC-7524","SM1A02","Tepidisphaera","Telmatocola","Limnochorda","Desulfitobacterium","Marimicrobium","Desulfosporosinus","Abditibacterium","Sorangium","Arboricoccus","Shimazuella","DEV114","Bacteriovorax","Candidatus Omnitrophus","Peredibacter","Prosthecobacter","Candidatus Paracaedibacter","Brevifollis","Sumerlaea","Altererythrobacter","Candidatus Babela","Oligoflexus","Ruminiclostridium","Blastopirellula","SH3-11","Sandaracinus","1921-2","Sporocytophaga","Phycisphaera","Silvanigrella","Modestobacter","Holophaga","Anaerobacterium","Lacibacter","Neochlamydia","Turneriella","Parafilimonas","AKYG587","KD3-10","CL500-29 marine group","Bauldia","Roseomonas","Pseudopelobacter","Ktedonobacter","Pseudenhygromyxa","Symbiobacterium","Defluviicoccus","Tundrisphaera","Bdellovibrio","FCPS473","Candidatus Rhabdochlamydia","Schlesneria","Salinispira","G12-WMSP1","Verrucomicrobium","Planifilum","Porticoccus","Spirochaeta 2","JG30a-KF-32","OM60(NOR5) clade","Candidatus Protochlamydia","Cellvibrio","P3OB-42","Cytophaga","alphaI cluster","Pelomonas","possible genus 04","SH-PL14","Roseimicrobium","Blastococcus","Romboutsia","1959-1","Sulfurifustis","Aurantisolimonas","Segetibacter","Coxiella","Zavarzinella","Nevskia","Adhaeribacter","Uliginosibacterium","Terriglobus","DEV008","Pir4 lineage","Rhodovastum","Flavihumibacter","Fimbriimonas","Legionella","Geothrix","OM27 clade","Candidatus Ovatusbacter","Dechloromonas","Candidatus Obscuribacter","Nannocystis","Cereibacter","Candidatus Alysiosphaera","AAP99","Alkanindiges","Gemmata","Ohtaekwangia","Clostridium sensu stricto 12","Ilumatobacter","Nocardia","Anaeromyxobacter","Dyadobacter","Fluviicola","Acinetobacter","Methylobacter","Inquilinus","Aeromonas","Granulicella","Dinghuibacter","Methylobacterium-Methylorubrum","Xanthomonas","UTBCD1","Sphingobium","Hirschia","Fimbriiglobus","Edaphobaculum","Actinomadura","Hydrocarboniphaga","Hassallia","Bryocella","Polycyclovorans","Thermosporothrix","Clostridium sensu stricto 9","Taibaiella","Filimonas","Azospira","Pirellula","Ellin6055","SWB02","Ammoniphilus","Xylella","Skermanella","Duganella","Pantoea","Flavitalea","Tardiphaga","Alkanibacter","Clostridium sensu stricto 3","Phaselicystis","Paenibacillus","Polyangium","Dokdonella","Luteibacter","OLB12","Sediminibacterium","Pajaroellobacter","Dyella","Terrimicrobium","Rhodomicrobium","Microvirga","Bosea","Rurimicrobium","Rickettsiella","Pseudoxanthomonas","Oxalicibacterium","Chthonomonas","Clostridium sensu stricto 5","Microterricola","Arenimonas","Opitutus","Clostridium sensu stricto 2","Tumebacillus","Candidatus Berkiella","Thermoactinomyces","Afipia","Terracidiphilus","Paraclostridium","Clostridium sensu stricto 13","Acidovorax","Sporosarcina","Cellulomonas","Agromyces","MM2","Vicinamibacter","Kineosporia","Stenotrophomonas","Labrys","Undibacterium","Citrifermentans","Yersinia","Kitasatospora","Nocardioides","Cystobacter","Dactylosporangium","Pseudoduganella","Clostridium sensu stricto 1","Subgroup 10","Neorhizobium","IS-44","Chryseobacterium","Luteolibacter","Candidatus Koribacter","Rhodanobacter","Solimonas","Phenylobacterium","Corallococcus","Dongia","Ralstonia","Lacunisphaera","Aeromicrobium","Rhodococcus","Rudaea","Solirubrobacter","Nitrosospira","Lysinimonas","Acidipila-Silvibacterium","Lysobacter","Lysinibacillus","Ferribacterium","Asticcacaulis","Caenimonas","Ferruginibacter","Kribbella","Pedobacter","Actinoplanes","Mucilaginibacter","Actimicrobium","Cupriavidus","Occallatibacter","mle1-7","Edaphobacter","Conyzicola","Pedomicrobium","Iamia","Roseiarcus","Singulisphaera","Aquicella","Minicystis","Nordella","Geobacter","Chryseolinea","Terrimonas","Luedemannella","Flavobacterium","Massilia","Noviherbaspirillum","Methylotenera","RB41","Collimonas","Rhizobacter","MND1","Devosia","Caulobacter","Pseudonocardia","Piscinibacter","Archangium","Chitinophaga","HSB OF53-F07","Puia","Niastella","Chthoniobacter","Conexibacter","Povalibacter","Ramlibacter","Jatrophihabitans","Candidatus Solibacter","Terrabacter","JGI 0001001-H03","Aquisphaera","Rhodoplanes","Acidicaldus","Mesorhizobium","Nitrospira","Novosphingobium","Reyranella","Nakamurella","Gemmatimonas","Haliangium","Candidatus Xiphinematobacter","Actinospica","ADurb.Bin063-1","Bryobacter","Acidibacter","Aetherobacter","Variovorax","Gaiella","UBA6140","Sphaerotilus","Pseudomonas","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Oryzihumus","Pseudolabrys","Steroidobacter","Hyphomicrobium","Ellin6067","Arthrobacter","Pseudarthrobacter","Streptomyces","Burkholderia-Caballeronia-Paraburkholderia","unclassified","Bacillus","Mycobacterium","Acidothermus","Sphingomonas","Candidatus Udaeobacter","Bradyrhizobium"
"SF72",2020,"grape","B","GC","MV",66,0.755,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,0,0,0,0,23,0,0,0,0,11,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,23,0,0,0,10,0,0,43,0,0,14,0,0,0,0,0,0,0,0,52,0,0,4,0,0,0,0,0,0,0,0,61,0,0,62,0,0,0,69,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,30,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,70,0,0,68,0,0,0,117,0,0,0,0,0,0,0,47,0,81,0,0,0,113,0,0,0,0,0,0,0,0,0,0,104,0,50,4,0,0,0,0,47,0,53,0,0,74,0,100,198,76,122,0,140,0,0,158,0,0,0,0,0,52,0,64,0,0,0,297,83,202,64,0,50,57,95,258,0,0,123,241,203,0,209,427,215,483,0,86,414,0,0,0,75,280,408,1920,229,163,177,164,271,427
"SF73",2020,"grape","C","noGC","MV",0,0.568,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,26,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,16,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,112,0,0,114,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,186,0,276,185,0,0,0,0,87,186,0,62,0,0,0,233,0,124,68,0,0,389,41,0,0,123,179,124,0,0,307,252,142,707,0,148,475,0,160,74,0,437,964,2975,188,0,338,185,352,614
"SF74",2020,"grape","C","noGC","MV",33,0.729,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,60,61,0,0,62,0,0,0,0,42,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,41,0,0,14,0,0,0,0,0,0,0,0,44,0,0,0,0,0,51,0,0,0,0,0,0,50,0,19,0,67,0,0,51,0,0,0,0,0,112,0,0,43,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,53,0,0,0,0,0,0,74,119,0,0,130,0,0,0,65,13,0,86,60,0,0,0,0,0,0,130,0,0,0,78,0,0,0,71,0,0,120,0,0,0,0,0,0,0,0,0,0,81,95,0,0,0,95,0,0,0,120,0,0,118,0,0,150,0,0,150,344,266,0,0,64,84,0,2390,365,218,0,45,514,330
"SF75",2020,"grape","C","noGC","MV",66,0.583,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,30,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,80,0,16,62,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,117,0,0,0,0,0,0,178,0,52,0,0,0,0,124,0,123,0,0,0,71,0,104,0,0,121,307,171,0,147,129,215,0,0,0,123,0,0,64,73,141,247,0,0,58,0,246,543,2566,120,239,364,302,504,332
"SF76",2020,"grape","C","GC","MV",0,0.2345,0.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,48,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,61,0,0,0,0,0,41,0,0,0,0,0,0,0,34,92,124,0,0,4,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,95,0,0,0,0,117,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,78,0,0,106,72,0,0,0,0,71,0,97,0,0,146,193,94,84,0,0,93,202,0,101,124,118,0,0,116,0,145,0,0,150,0,351,372,0,0,82,0,292,378,2110,153,202,255,209,356,465
"SF77",2020,"grape","C","GC","MV",33,0.174,0.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,68,0,63,0,0,42,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,166,88,0,0,0,0,58,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,105,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,106,0,126,43,99,0,73,98,93,0,0,0,0,167,288,0,0,0,167,0,337,38,117,0,67,49,296,0,2771,384,309,77,231,519,454
"SF78",2020,"grape","C","GC","MV",66,0.22,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,109,0,297,0,95,0,0,0,0,0,0,0,0,51,0,114,0,163,35,131,0,0,0,0,0,0,0,106,225,0,0,0,101,169,0,129,2830,812,137,356,306,776,278
"SF79",2020,"grape","C","noGC","LV",0,0.7355,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,124,0,0,81,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,61,0,0,0,0,0,0,0,79,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,29,255,134,83,0,0,131,101,94,0,88,0,0,0,348,82,57,76,0,83,89,47,0,100,81,133,240,112,0,140,0,0,197,0,338,160,95,0,140,0,229,379,3241,454,180,217,392,442,460
"SF80",2020,"grape","C","noGC","LV",33,0.5445,8.5,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,29,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,54,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,72,0,0,34,0,0,0,0,70,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,201,0,0,0,0,0,0,0,0,0,75,0,0,0,117,0,150,107,0,0,0,0,0,0,0,0,97,0,0,0,0,0,98,78,0,0,0,0,0,0,0,0,0,0,0,273,0,176,193,108,0,0,0,0,0,0,182,0,0,0,311,62,53,0,0,0,69,0,92,0,130,0,0,163,0,194,0,154,120,0,119,257,0,0,0,103,338,351,2985,273,0,269,274,354,617
"SF81",2020,"grape","C","noGC","LV",66,0.2405,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,21,0,0,0,0,46,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,63,0,0,0,33,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,87,0,0,0,0,99,0,0,0,0,0,41,0,0,62,51,0,0,0,0,0,0,0,0,0,0,101,0,77,0,0,0,0,0,0,0,0,0,0,95,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,15,0,0,0,0,0,46,0,0,0,65,0,0,127,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,103,0,0,0,0,142,0,0,0,0,99,0,0,0,0,0,55,0,0,51,0,0,166,29,0,60,0,0,31,142,74,0,0,44,0,0,156,0,0,0,158,0,164,234,0,136,0,70,299,0,2643,205,68,0,0,650,455
"SF82",2020,"grape","C","GC","LV",0,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,29,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,37,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,134,0,0,99,0,0,0,0,132,0,0,56,0,70,64,0,0,0,0,0,0,0,0,0,169,0,0,0,0,30,0,0,0,0,138,0,0,0,0,0,0,0,62,0,0,0,0,61,39,0,0,0,0,0,90,0,112,0,158,0,170,63,0,122,0,108,166,51,0,129,0,226,96,74,0,176,0,0,408,0,316,522,137,0,54,0,252,79,3167,171,220,306,308,62,555
"SF83",2020,"grape","C","GC","LV",33,0.2605,0.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,34,0,0,0,0,0,31,0,42,27,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,151,0,0,88,88,0,0,0,0,0,0,35,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,72,0,0,0,61,0,0,0,112,0,0,0,138,0,0,280,0,0,0,0,0,0,0,198,0,107,0,0,0,557,0,0,100,0,268,0,0,0,0,0,68,74,0,0,0,0,0,0,102,0,0,0,0,139,0,80,0,0,0,0,261,0,281,147,69,0,0,0,0,87,0,105,0,0,0,505,29,60,53,0,0,76,0,0,153,354,167,0,117,0,0,230,81,639,0,142,386,0,40,75,0,319,1715,5387,167,99,350,730,355,714
"SF84",2020,"grape","C","GC","LV",66,0.2185,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,32,0,0,0,0,0,0,0,0,0,0,0,0,0,60,50,90,0,0,0,0,0,0,20,0,0,0,0,0,0,0,96,0,0,0,0,0,0,106,0,0,0,0,0,72,0,0,51,0,0,123,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,130,0,0,0,0,0,0,40,0,0,0,0,0,0,11,0,0,0,193,0,0,65,0,0,191,0,0,145,0,0,105,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,247,0,163,0,0,67,0,130,207,0,57,40,0,108,215,0,0,196,0,0,0,365,78,0,0,119,263,0,2254,309,203,0,178,726,331
"SF85",2020,"grape","D","GC","LV",0,0.3505,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,11,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,30,0,0,0,0,0,0,0,0,24,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,141,0,0,0,0,0,0,0,0,0,0,0,58,0,101,12,74,0,0,0,0,0,0,0,0,240,99,114,107,0,220,0,55,27,0,214,7,0,0,0,0,0,109,99,54,0,0,87,0,66,93,0,118,197,64,93,0,191,128,0,0,0,170,0,133,88,0,107,291,81,0,0,0,411,286,2728,428,0,222,0,576,385
"SF86",2020,"grape","D","GC","LV",33,0.8835,29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,26,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,95,0,0,0,183,0,0,0,0,0,0,0,79,0,0,154,66,0,0,0,0,73,0,44,0,0,166,103,0,0,91,0,130,81,51,88,99,151,158,0,127,0,335,228,128,645,63,134,175,0,248,188,158,283,576,2684,386,227,166,598,527,544
